date,description,counterparty,debit,credit,balance,account,category
2024-08-23,Monthly warehouse rent,Metro Treaders,69734,0,722432,Cash,Rent
2024-08-23,Purrchase steel drums,Local Supplier,52794,0,-22377349,Cash,Purchases - Steel Drums
2024-08-23,IBC tanks dispaatched,Bank Al Falah,0,712061,-18662787,Cash,Sales - IBC Tanks
2024-08-23,Steel drums dispatched,Punjab Chemicals,0,286161,-25835778,Bank,Sales - Steel Drums
2024-08-23,Cheque book charges,City Freight,4067,0,-19454969,Bank,Bank Charges
2024-08-23,Gas charges,tcs courier,8125,0,7522185,Cash,Utilities
2024-08-23,Sandblasting cost,Regular Client,22047,0,-16458335,Cash,Refurbishing Costs
2024-08-23,Steel drum procurement,regular client,510415,0,1156802,Cash,Purchases - Steel Drums
2024-08-23,sold steel drums,Punjab Chemicals,0,889871,510166,Cash,Sales - Steel Drums
2024-08-24,Steel drum sale,Metro Traders,0,674553,-24117822,Cash,Sales - Steel Drums
2024-08-24,Sold reconditioned drums,Local Supplier,0,63746,-17849166,Cash,Sales - Refurbished Drums
2024-08-24,Sandblasting cost,pCity Freight,19306,0,-16472991,Bank,Refurbishing Costs
2024-08-24,Steel drums received,HTG Petro,325330,0,5177325,Cash,Purchases - Steel Drums
2024-08-24,Invoice steel drums,Local Supplier,0,608585,-21607456,Cash,Sales - Steel Drums
2024-08-24,Inrternet bill,Al-Baraka Bank,9874,0,794257,Bank,Utilities
2024-08-24,IBC tank sale,rMetro Traders,0,547153,-19386372,Cash,Sales - IBC Tanks
2024-08-24,Bought steel drums HTG Petro,Punjab Chemicals,458601,0,-22530536,Cash,Purchases - Steel Drums
2024-08-24,Recnonditioning expense,Regular Client,7035,0,-9868404,Cash,Refurbishing Costs
2024-08-24,Steel drum procurement,Pakistan Drums Co,463233,0,-20967315,Cash,Purchases - Steel Drums
2024-08-24,Bank commission,Pakistan Drums Co,2126,0,-15504412,Bank,Bank Charges
2024-08-24,Steel drums dispatcohed,Local Supplier,0,68849,-16641613,Cash,Sales - Steel Drums
2024-08-24,Water bill,Metro Traders,6558,0,4218465,Cash,Utilities
2024-08-24,ibc tank sale,Al-Baraka pBank,0,134787,4378368,Cash,Sales - IBC Tanks
2024-08-24,bought plastic drums,Punjab Chemicals,166007,0,-148849,Bank,Purchases - Plastic Drums
2024-08-25,IBC small tank invoice,Bank Al Falah,0,379444,-15525597,Cash,Sales - IBC Tanks
2024-08-25,IBC tanks dispatched,Metro Traders,0,279002,-11396104,Bank,Sales - IBC Tanks
2024-08-25,Sundry rcharges,Metro Traders,9682,0,-5558540,Cash,Miscellaneous
2024-08-25,Plastic drum sale,Walk-in Customer,0,168728,-10182403,Cash,Sales - Plastic Drums
2024-08-25,Sold plastic drums,Punjab Chemicals,0,82629,-2667049,Cash,Sales - Plastic Drums
2024-08-25,Sold plastic drums,Regular Client,0,174240,-21812433,Cash,Sales - Plastic Drums
2024-08-25,office furniture,Pakistan Drums Co,5117,0,-20711970,Bank,Office Supplies
2024-08-25,Internet bill,Al-Baraka Bank,12624,0,-21322727,Bank,Utilities
2024-08-25,Miscellaneous expense,Al-Baraka Bank,855,0,-22891431,Bank,Miscellaneous
2024-08-25,Banbk service charges,HTG Petro,1934,0,-10717554,Bank,Bank Charges
2024-08-25,Monthly warlehouse rent,Regular Client,59969,0,-25274567,Cash,Rent
2024-08-25,Bought steel drums HTG Petro,Walk-in Customer,206308,0,-16298981,Bank,Purchases - Steel Drums
2024-08-25,Monthly warehouse rent,Walk-in Customer,46456,0,-13987715,Cash,Rent
2024-08-26,Electricity bill,TCS Courier,6300,0,679848,Bank,Utilities
2024-08-26,Customer payment plastic drums,Regular Client,0,86818,32975,Bank,Sales - Plastic Drums
2024-08-26,IBC tank sale,Bank Al Falah,0,280401,-20238269,Bank,Sales - IBC Tanks
2024-08-26,Bought plastic drums,Habib Bank,133367,0,7877592,Cash,Purchases - Plastic Drums
2024-08-26,sold reconditioned drums,Metro Traders,0,91876,4350762,Bank,Sales - Refurbished Drums
2024-08-26,Online transfer fee,jMetro Traders,4441,0,-21340904,Cash,Bank Charges
2024-08-26,Godown rent,Bank Al Falah,55181,0,4366057,Bank,Rent
2024-08-26,Sundry charges,Walk-in Customer,5640,0,-21159657,Cash,Miscellaneous
2024-08-26,refurbished drum sale,City Freight,0,116947,4028423,Bank,Sales - Refurbished Drums
2024-08-27,Phone bill,Regular Client,2749,0,-22741108,Bank,Utilities
2024-08-27,Officen furniture,Walk-in Customer,7877,0,-16665806,Cash,Office Supplies
2024-08-27,Sold reconditioned drums,HTG Petro,0,21365,-10635112,Bank,Sales - Refurbished Drums
2024-08-27,Bcought steel drums HTG Petro,City Freight,236049,0,-5488130,Bank,Purchases - Steel Drums
2024-08-27,Customer IBC payment,City Freight,0,697112,-22238332,Cash,Sales - IBC Tanks
2024-08-27,Petty cash expense,m ehtisham,6572,0,2934909,Cash,Miscellaneous
2024-08-27,Printer ink,Habib Bank,3370,0,-19421611,Cash,Office Supplies
2024-08-27,delivery charges,Habib Bank,48894,0,-16649932,Cash,Freight & Conveyance
2024-08-27,Miscellaneous expednse,bank al falah,4193,0,331775,Bank,Miscellaneous
2024-08-27,plastic drum procurement,M Ehtisham,184716,0,-19458088,Cash,Purchases - Plastic Drums
2024-08-27,Customer IBC paymennt,HTG Petro,0,493659,-6681119,Bank,Sales - IBC Tanks
2024-08-27,Bank service charges,Pakistan Dprums Co,3503,0,7082690,Cash,Bank Charges
2024-08-27,Paint and coating drums,Meezan nBank,44224,0,-4178583,Bank,Refurbishing Costs
2024-08-27,Bought steel drums HTG Petro,Punjab Chezmicals,516183,0,-20691335,Cash,Purchases - Steel Drums
2024-08-28,Phone bill,Bank Al Falah,7658,0,-8340106,Cash,Utilities
2024-08-28,ibc tank sale,al-baraka bank,0,685000,-9950544,Cash,Sales - IBC Tanks
2024-08-28,Paint and coating drums,Metro Traders,28806,0,-11697910,Bank,Refurbishing Costs
2024-08-28,Sold steel drums,Bank Afl Falah,0,746191,-9354768,Bank,Sales - Steel Drums
2024-08-28,notebook orzder,M Ehtisham,7892,0,-8792737,Cash,Office Supplies
2024-08-28,Plastic drums received,Punjab Chemicals,141460,0,-19381609,Bank,Purchases - Plastic Drums
2024-08-28,Reconditioning expense,Meezan Bank,25167,0,-4495942,Cash,Refurbishing Costs
2024-08-28,Delivery chargces,Habib Bank,44673,0,-14868380,Bank,Freight & Conveyance
2024-08-28,Water bill,Bank Al Falah,5198,0,-3130310,Bank,Utilities
2024-08-28,Freight charges,Lwocal Supplier,12990,0,-12603290,Bank,Freight & Conveyance
2024-08-28,Phone bill,Habib Bank,12431,0,-733054,Cash,Utilities
2024-08-28,Sold recjonditioned drums,Pakistan Drums Co,0,135517,-19049412,Cash,Sales - Refurbished Drums
2024-08-29,Freight charges,Punjab Chemicals,53253,0,-20707480,Bank,Freight & Conveyance
2024-08-29,Printer ink,kMeezan Bank,6531,0,-18585237,Bank,Office Supplies
2024-08-29,Electbricity bill,Bank Al Falah,2086,0,-14770682,Bank,Utilities
2024-08-29,Water bill,walk-in customer,15300,0,-8745483,Cash,Utilities
2024-08-29,Paint aund coating drums,City Freight,35283,0,-21667944,Bank,Refurbishing Costs
2024-08-29,Printer ink,Habib Bank,10546,0,4449820,Bank,Office Supplies
2024-08-29,stationery purchase,Pakistan Drums Co,3853,0,-19800286,Cash,Office Supplies
2024-08-29,Sandblasting cost,City Freight,59139,0,-22841815,Cash,Refurbishing Costs
2024-08-29,Bank commission,TCS Courier,2173,0,-18839268,Bank,Bank Charges
2024-08-29,Bank service charges,Local Supplier,4041,0,-14277556,Cash,Bank Charges
2024-08-29,Plastic drum sale,Regular Client,0,103457,-25662439,Bank,Sales - Plastic Drums
2024-08-30,Nnotebook order,tcs courier,8696,0,-21062733,Bank,Office Supplies
2024-08-30,cheque book charges,TCS Courier,1191,0,-8034951,Cash,Bank Charges
2024-08-30,ibc tanks received bill,Punjab gChemicals,284844,0,-17036287,Cash,Purchases - IBC Tanks
2024-08-30,Steel drums received,Al-Baraka Bank,304917,0,-7047996,Cash,Purchases - Steel Drums
2024-08-30,Storage rent paid,TCS Courier,23534,0,223005,Cash,Rent
2024-08-30,Gas charges,M Ehtisham,10820,0,2865252,Cash,Utilities
2024-08-30,Steel drums dispatched,M Ehtisham,0,328601,2890770,Cash,Sales - Steel Drums
2024-08-30,Sold IBC tanks,TCS Courier,0,498107,-21304924,Bank,Sales - IBC Tanks
2024-08-30,Refurbished drum sale,TCS Courier,0,75955,-18240054,Cash,Sales - Refurbished Drums
2024-08-30,Sandblasting cost,TCS Courier,42896,0,-120058,Bank,Refurbishing Costs
2024-08-30,Seandblasting cost,Al-Baraka Bank,41165,0,-21498349,Bank,Refurbishing Costs
2024-08-30,Bought plastic drums,bank al falah,92765,0,-19535380,Cash,Purchases - Plastic Drums
2024-08-30,Bank service charges,City Freight,3406,0,-18827689,Bank,Bank Charges
2024-08-30,Truck hirev drums,TCS Cosurier,17428,0,-8064894,Cash,Freight & Conveyance
2024-08-30,Sold steel drums,Al-Baraka Bank,0,73113,-680408,Bank,Sales - Steel Drums
2024-08-31,Purchase steel drums,HTG Petro,239811,0,-23324624,Bank,Purchases - Steel Drums
2024-08-31,Paint and coating drums,Meezan Bank,12837,0,-13430730,Bank,Refurbishing Costs
2024-08-31,Bank service charges,Punjab Chemicals,3841,0,5185318,Bank,Bank Charges
2024-08-31,Paper stock,Mcetro Traders,3973,0,-16790576,Cash,Office Supplies
2024-08-31,Reconditioned barsrel sale,Meezaun Bank,0,58043,6146939,Cash,Sales - Refurbished Drums
2024-08-31,Petty cash expense,City Freight,1737,0,-3431148,Cash,Miscellaneous
2024-08-31,Freight charges,Citwy Freight,44049,0,-22569007,Cash,Freight & Conveyance
2024-08-31,Reconditioning expense,Local Supplier,66215,0,-18434309,Bank,Refurbishing Costs
2024-08-31,Monthly warehouse rent,HTG Peutro,70039,0,-17230695,Cash,Rent
2024-08-31,Notebook order,Al-Baraka Bank,14804,0,4248542,Bank,Office Supplies
2024-08-31,Invoice steel drums,Habib Bank,0,455483,3390253,Cash,Sales - Steel Drums
2024-08-31,plastic drum procurement,m ehtisham,102362,0,-21270770,Cash,Purchases - Plastic Drums
2024-08-31,Office furniture,Local Supplier,7813,0,-158194,Cash,Office Supplies
2024-08-31,Prhone bill,regular hclient,14616,0,-15386113,Cash,Utilities
2024-08-31,Plastic drums deliverzed,Habib Bank,0,130866,-22175135,Bank,Sales - Plastic Drums
2024-08-31,refurbished drum sale,Pakistan Drums Co,0,66355,-23216563,Bank,Sales - Refurbished Drums
2024-08-31,Plastic drum sale,Bank Al Falah,0,45199,-10272284,Bank,Sales - Plastic Drums
2024-09-01,IBC tank sale,Metro Traders,0,637431,-23611196,Bank,Sales - IBC Tanks
2024-09-01,Paint and coating drums,Walk-in Customer,52729,0,-25280824,Bank,Refurbishing Costs
2024-09-01,Bank service charges,City Freight,559,0,5449454,Bank,Bank Charges
2024-09-01,Reconditioning expense,rM Ehtisham,28556,0,-22926917,Cash,Refurbishing Costs
2024-09-01,Drums conveyance,Local Supplier,28578,0,-19059765,Cash,Freight & Conveyance
2024-09-01,Miscellaneous expense,bank al falah,3182,0,-20290667,Cash,Miscellaneous
2024-09-01,Steel drums received,Metro Traders,252265,0,247735,Bank,Purchases - Steel Drums
2024-09-01,sold reconditioned drums,Punjab Chemicals,0,51641,-11767917,Cash,Sales - Refurbished Drums
2024-09-01,Steel drum procurement,Local Srupplier,824673,0,-10489361,Cash,Purchases - Steel Drums
2024-09-01,Purchase plastic drumas,Regular Client,122312,0,-14851438,Bank,Purchases - Plastic Drums
2024-09-01,Storage rent paid,Habib Bank,75728,0,-12035036,Bank,Rent
2024-09-01,IBC tank prbocurement,City Freight,528478,0,-9904137,Bank,Purchases - IBC Tanks
2024-09-02,Drum repair materials,Pakistan Drums Co,23180,0,-4454218,Bank,Refurbishing Costs
2024-09-02,Bought steel drums HTG Petro,Regular Client,350023,0,7813051,Bank,Purchases - Steel Drums
2024-09-02,Sold reconditioned drums,Al-Baraka Bank,0,49664,-932284,Cash,Sales - Refurbished Drums
2024-09-02,Storage rent paid,kM Ehtisham,55187,0,-20798493,Bank,Rent
2024-09-02,Petty cash expense,TCS Courier,3119,0,-18935037,Bank,Miscellaneous
2024-09-02,Plastic drum sale,Pakistan Drums Co,0,86658,-13262757,Bank,Sales - Plastic Drums
2024-09-02,Purchase steel drums,Metro Traders,787841,0,5504270,Cash,Purchases - Steel Drums
2024-09-02,IBC tank sale,Punjab Chemicals,0,453024,6882532,Bank,Sales - IBC Tanks
2024-09-02,Customer IBC payment,Bank Al Falah,0,470472,-19776647,Bank,Sales - IBC Tanks
2024-09-03,Steel drum procurement,Al-Baraka Bank,116881,0,-14288749,Bank,Purchases - Steel Drums
2024-09-03,Water bill,Al-Baraka Bank,13720,0,-2830384,Cash,Utilities
2024-09-03,Freight charges,meezan bank,8764,0,-8435345,Bank,Freight & Conveyance
2024-09-03,Online transfer fee,Regular Client,3845,0,-11905935,Cash,Bank Charges
2024-09-03,Drtum refurbishing labour,HTG Petro,70381,0,7634821,Cash,Refurbishing Costs
2024-09-03,Paper stock,Metro Traders,7555,0,-661026,Bank,Office Supplies
2024-09-03,Refurbished drum sale,City Freight,0,71798,98966,Cash,Sales - Refurbished Drums
2024-09-03,petty cash cexpense,TCS Courier,9513,0,7319463,Bank,Miscellaneous
2024-09-03,Petty cash expense,Habib Bank,2752,0,7777583,Cash,Miscellaneous
2024-09-03,Bank commission,Metro Traders,3656,0,-10003527,Bank,Bank Charges
2024-09-03,Bank service charges,Walk-in Customer,4382,0,-8075747,Cash,Bank Charges
2024-09-03,Phone bill,regular client,11012,0,-3983335,Cash,Utilities
2024-09-03,Reconditioned barrel sale,Walk-in Customer,0,82532,-3545801,Cash,Sales - Refurbished Drums
2024-09-03,Stationery purchase,Pakistan Drums Co,7826,0,-22246974,Cash,Office Supplies
2024-09-04,Bought IBC tanks HTG Petro,M Ehtisham,128718,0,-19894845,Cash,Purchases - IBC Tanks
2024-09-04,Internet bill,punjab chemicals,5175,0,4262002,Bank,Utilities
2024-09-04,IBC tank procurement,Pakistan Drums Co,157555,0,-23071629,Cash,Purchases - IBC Tanks
2024-09-04,delivery charges,HTG Petro,22645,0,-25214598,Bank,Freight & Conveyance
2024-09-04,Steel drums received,Habixb Bank,488842,0,-22727174,Cash,Purchases - Steel Drums
2024-09-04,shop rent,Pakistan Drums Co,64661,0,7950969,Bank,Rent
2024-09-04,Sandblasting cost,TCS Courier,63201,0,-14007666,Cash,Refurbishing Costs
2024-09-04,IBC tanks received bill,Local Supplier,173506,0,-24087199,Cash,Purchases - IBC Tanks
2024-09-04,Bank service charges,Pakisgtan Drums Co,3538,0,-9395555,Cash,Bank Charges
2024-09-04,Drum refurbishing labour,HTG Petro,62717,0,-15670433,Bank,Refurbishing Costs
2024-09-04,Steel drums received,M Ehtisham,569968,0,6531408,Bank,Purchases - Steel Drums
2024-09-05,cheque book charges,Regular Client,723,0,2639613,Cash,Bank Charges
2024-09-05,Steel drums dispatched,TCS Courier,0,759941,-22996023,Cash,Sales - Steel Drums
2024-09-05,Customer IBC payment,Punjab Chemicals,0,645453,560093,Bank,Sales - IBC Tanks
2024-09-05,Customer payment plastic drums,Pakistan Drums Co,0,120903,-17436127,Cash,Sales - Plastic Drums
2024-09-05,Rxefurbished steel drums invoice,Habib Bank,0,140096,-720623,Bank,Sales - Refurbished Drums
2024-09-05,Refurbished drum sale,Habibi Bank,0,147465,-19118221,Cash,Sales - Refurbished Drums
2024-09-05,IBC small tank invoice,Walk-in Customer,0,769629,8063806,Cash,Sales - IBC Tanks
2024-09-05,Sold reconditioned drums,M Ehtisham,0,149320,-6732491,Cash,Sales - Refurbished Drums
2024-09-05,Office furniture,Al-Baraka Bank,8734,0,-20908658,Cash,Office Supplies
2024-09-05,Drum repair materials,Habib iBank,20951,0,-8602846,Bank,Refurbishing Costs
2024-09-05,IBC tanks dispatcxhed,Metro Traders,0,631800,-17575306,Cash,Sales - IBC Tanks
2024-09-05,freight charges,tcs cwourier,53188,0,-21925376,Cash,Freight & Conveyance
2024-09-05,Invoice steel drums,HTG Petro,0,54378,-22160061,Bank,Sales - Steel Drums
2024-09-05,reconditioned barrel sale,M Ehtisham,0,49960,-357210,Bank,Sales - Refurbished Drums
2024-09-05,Water bill,Pakistan Drums Co,8417,0,6447068,Bank,Utilities
2024-09-05,petty cash expense,HTG Petro,1523,0,-24373179,Bank,Miscellaneous
2024-09-05,Plastic drums delivered,punjab chemicals,0,159694,-19184929,Bank,Sales - Plastic Drums
2024-09-05,Transport expense,city freight,26587,0,-22982902,Cash,Freight & Conveyance
2024-09-05,Customer IBC payment,Habib Bank,0,310886,8470550,Bank,Sales - IBC Tanks
2024-09-06,Plastic drum procuremenwt,City Freight,121893,0,-9916545,Cash,Purchases - Plastic Drums
2024-09-06,Bank service charges,Bank Al Falah,4887,0,2684563,Cash,Bank Charges
2024-09-06,ePurchase steel drums,Local Supplier,181198,0,-19339720,Cash,Purchases - Steel Drums
2024-09-06,Sundry charoges,Punjab bChemicals,5932,0,-25421957,Cash,Miscellaneous
2024-09-06,IBC small tank invoice,Pakistan Drums Co,0,435672,-23354095,Cash,Sales - IBC Tanks
2024-09-06,Cheque book charges,TCS Courier,2495,0,-6061711,Cash,Bank Charges
2024-09-06,Sundry charges,Regular Client,3827,0,-6043330,Cash,Miscellaneous
2024-09-06,Plastic drum procurement,metro traders,107467,0,-22542201,Cash,Purchases - Plastic Drums
2024-09-06,Bank service charges,Habib Bank,3312,0,4258886,Bank,Bank Charges
2024-09-06,Refurbished drum sale,Punjab Chemicals,0,100721,-3585034,Cash,Sales - Refurbished Drums
2024-09-06,Sundry charges,Local Supplier,9776,0,-23771317,Cash,Miscellaneous
2024-09-06,Steel drum procurement,meezan bank,72092,0,-711177,Bank,Purchases - Steel Drums
2024-09-06,Drums conveyance,TCS Courier,36387,0,439558,Bank,Freight & Conveyance
2024-09-06,Paint and cobating drums,tcs courier,75323,0,-5409787,Bank,Refurbishing Costs
2024-09-06,Drums conveyance,Al-Baraka Bank,25795,0,-22436553,Cash,Freight & Conveyance
2024-09-07,Sold reconditiojned drums,regular client,0,103024,-11909638,Cash,Sales - Refurbished Drums
2024-09-07,IBC tank procurement,Punjab Chemiycals,92671,0,-23003675,Bank,Purchases - IBC Tanks
2024-09-07,Invoice plastic drums,Pakistant Drums Co,0,101319,-15773786,Cash,Sales - Plastic Drums
2024-09-07,IBC tanks receivzed bill,M Ehtisham,579881,0,-22143424,Cash,Purchases - IBC Tanks
2024-09-07,miscellaneous expense,Meezan Bank,4112,0,-17562783,Bank,Miscellaneous
2024-09-07,IBC tanks received bill,Al-Baraka Bank,268915,0,-6467750,Cash,Purchases - IBC Tanks
2024-09-07,IBC small tank invoice,Bank Al Falah,0,276350,1374948,Bank,Sales - IBC Tanks
2024-09-07,Monthly warehouse rent,city freight,42275,0,7781240,Cash,Rent
2024-09-07,Bought steel drums HTG Petro,Al-Baraka Bank,620490,0,-21163539,Cash,Purchases - Steel Drums
2024-09-07,Steel drums received,Al-Baraka Bank,779009,0,-11902090,Bank,Purchases - Steel Drums
2024-09-07,Customer pickup steel drums,Punjab Chemicals,0,642749,3296338,Cash,Sales - Steel Drums
2024-09-07,Bought IBC tanks HTG Petro,Metro Traders,227628,0,-8743140,Cash,Purchases - IBC Tanks
2024-09-07,Reconditioned barrel sale,M Ehtisham,0,67281,-21639389,Cash,Sales - Refurbished Drums
2024-09-08,Invoice plastic drums,Al-Baraka Bank,0,102640,-21516516,Cash,Sales - Plastic Drums
2024-09-08,Sundry charges,Meezan Bank,6100,0,-22981949,Bank,Miscellaneous
2024-09-08,Cheque book charges,Walk-in Customer,4233,0,-14698617,Bank,Bank Charges
2024-09-08,Refurbished bdrum sale,M Ehtisham,0,66802,-11200482,Cash,Sales - Refurbished Drums
2024-09-08,Sundry charges,Pakistan Drums Co,6065,0,-12146,Cash,Miscellaneous
2024-09-08,Sold plastic drums,Local Supplier,0,161413,-14564718,Cash,Sales - Plastic Drums
2024-09-08,Water bilkl,Meezan Bank,4358,0,-21776846,Cash,Utilities
2024-09-08,Godown rent,Walk-in Customer,53102,0,5256563,Cash,Rent
2024-09-08,Drum repair materiials,Bank Al Falah,35168,0,-9213933,Bank,Refurbishing Costs
2024-09-08,Steel drums received,Bank Al Falah,91372,0,-21064460,Cash,Purchases - Steel Drums
2024-09-08,Steel drum sale,Metro Traders,0,621657,-22004753,Bank,Sales - Steel Drums
2024-09-09,Purchase plastic drums,TCS Cmourier,139682,0,-11611681,Cash,Purchases - Plastic Drums
2024-09-09,Reconditioned barrel sale,Regular Client,0,83705,-19666003,Bank,Sales - Refurbished Drums
2024-09-09,Drums conveyance,City Freight,26007,0,4387914,Bank,Freight & Conveyance
2024-09-09,reconditioning expense,M Ehtisham,7897,0,-1728773,Bank,Refurbishing Costs
2024-09-09,Steel drum sale,Metro Traders,0,476374,-4627110,Cash,Sales - Steel Drums
2024-09-09,Sold steel drums,Punjab Chemicals,0,882682,-12005504,Cash,Sales - Steel Drums
2024-09-09,Sandblasting cost,TCS Courier,77780,0,-18778001,Cash,Refurbishing Costs
2024-09-09,Customer IBC payment,HTG Petro,0,228020,-16716123,Cash,Sales - IBC Tanks
2024-09-09,transport expense,Punjanb Chemicals,13894,0,534659,Cash,Freight & Conveyance
2024-09-09,General expense,TCS Courier,9263,0,-14159614,Cash,Miscellaneous
2024-09-09,Bought IBCn tanks HTG Petro,Regular Client,137292,0,-24510471,Cash,Purchases - IBC Tanks
